{'en': '49.09090909090909', 'fr': '50.90909090909091'}
{'sl': '32.743362831858406', 'fr': '67.2566371681416'}
{'sl': '33.63636363636363', 'fr': '66.36363636363637'}
{'sl': '42.5287356321839', 'fr': '57.4712643678161'}
{'sl': '27.819548872180448', 'fr': '72.18045112781955'}
{'sl': '26.24113475177305', 'fr': '73.75886524822695'}
{'sl': '22.424242424242426', 'fr': '77.57575757575758'}
{'sl': '21.142857142857142', 'fr': '78.85714285714286'}
{'sl': '39.784946236559136', 'sk': '60.215053763440864'}
{'sl': '67.27272727272727', 'sk': '32.727272727272734'}
{'sl': '34.25925925925926', 'sk': '65.74074074074073'}
{'sl': '60.65573770491803', 'sk': '39.34426229508197'}
{'sl': '41.11111111111111', 'sk': '58.88888888888889'}
{'sl': '54.41176470588235', 'sk': '45.58823529411765'}
{'sl': '10.451977401129943', 'sk': '89.54802259887006'}
{'sl': '33.94495412844037', 'sk': '66.05504587155963'}
{'sl': '27.40740740740741', 'sk': '72.5925925925926'}
{'sl': '52.112676056338024', 'sk': '47.887323943661976'}
{'sl': '39.361702127659576', 'it': '60.638297872340424'}
{'sl': '34.90566037735849', 'it': '65.09433962264151'}
{'sl': '13.553113553113553', 'it': '86.44688644688645'}
{'sl': '26.618705035971225', 'it': '73.38129496402877'}
{'sl': '57.8125', 'it': '42.1875'}
{'sl': '51.388888888888886', 'it': '48.611111111111114'}
{'sl': '31.62393162393162', 'it': '68.37606837606837'}
{'sl': '39.361702127659576', 'it': '60.638297872340424'}
{'sl': '62.71186440677966', 'it': '37.28813559322034'}
{'sl': '34.57943925233645', 'it': '65.42056074766356'}
{'sl': '48.68421052631579', 'de': '51.31578947368421'}
{'sl': '20.786516853932586', 'de': '79.21348314606742'}
{'sl': '49.333333333333336', 'de': '50.666666666666664'}
{'sl': '58.730158730158735', 'de': '41.269841269841265'}
{'sl': '50.0', 'de': '50.0'}
{'sl': '20.786516853932586', 'de': '79.21348314606742'}
{'sl': '10.220994475138122', 'de': '89.77900552486187'}
{'sl': '60.65573770491803', 'de': '39.34426229508197'}
{'sl': '68.51851851851852', 'de': '31.48148148148148'}
{'sl': '28.030303030303028', 'de': '71.96969696969697'}
{'sl': '26.811594202898554', 'es': '73.18840579710144'}
{'sl': '46.835443037974684', 'es': '53.164556962025316'}
{'sl': '47.43589743589743', 'es': '52.56410256410257'}
{'sl': '62.71186440677966', 'es': '37.28813559322034'}
{'sl': '56.060606060606055', 'es': '43.939393939393945'}
{'sl': '56.060606060606055', 'es': '43.939393939393945'}
{'sl': '41.11111111111111', 'es': '58.88888888888889'}
{'sl': '56.92307692307692', 'es': '43.07692307692308'}
{'sl': '27.00729927007299', 'es': '72.99270072992701'}
{'sl': '43.529411764705884', 'es': '56.470588235294116'}
{'sl': '30.833333333333336', 'nl': '69.16666666666666'}
{'sl': '52.85714285714286', 'nl': '47.14285714285714'}
{'sl': '50.0', 'nl': '50.0'}
{'sl': '46.835443037974684', 'nl': '53.164556962025316'}
{'sl': '24.342105263157894', 'nl': '75.65789473684211'}
{'sl': '25.874125874125873', 'nl': '74.12587412587413'}
{'sl': '41.57303370786517', 'nl': '58.42696629213483'}
{'sl': '57.8125', 'nl': '42.1875'}
{'sl': '56.92307692307692', 'nl': '43.07692307692308'}
{'sl': '53.62318840579711', 'nl': '46.37681159420289'}
{'sl': '59.67741935483871', 'en': '40.32258064516129'}
{'sl': '33.63636363636363', 'en': '66.36363636363637'}
{'sl': '38.94736842105263', 'en': '61.05263157894737'}
{'sl': '24.666666666666668', 'en': '75.33333333333333'}
{'sl': '66.07142857142857', 'en': '33.92857142857143'}
{'sl': '40.21739130434783', 'en': '59.78260869565217'}
{'sl': '46.25', 'en': '53.75'}
{'sl': '57.8125', 'en': '42.1875'}
{'sl': '18.226600985221676', 'en': '81.77339901477832'}
{'sl': '29.133858267716533', 'en': '70.86614173228347'}
{'sl': '59.67741935483871', 'fr': '40.32258064516129'}
{'sl': '22.289156626506024', 'fr': '77.71084337349397'}
{'sl': '55.223880597014926', 'fr': '44.776119402985074'}
{'sl': '41.57303370786517', 'fr': '58.42696629213483'}
{'sl': '33.63636363636363', 'fr': '66.36363636363637'}
{'sl': '34.25925925925926', 'fr': '65.74074074074073'}
{'sl': '32.17391304347826', 'fr': '67.82608695652175'}
{'sl': '59.67741935483871', 'fr': '40.32258064516129'}
{'sl': '59.67741935483871', 'fr': '40.32258064516129'}
{'sl': '56.92307692307692', 'fr': '43.07692307692308'}
{'sl': '55.223880597014926', 'sk': '44.776119402985074'}
{'sl': '57.8125', 'sk': '42.1875'}
{'sl': '35.57692307692308', 'sk': '64.42307692307692'}
{'sl': '54.41176470588235', 'sk': '45.58823529411765'}
{'sl': '33.94495412844037', 'sk': '66.05504587155963'}
{'sl': '49.333333333333336', 'sk': '50.666666666666664'}
{'sl': '56.060606060606055', 'sk': '43.939393939393945'}
{'sl': '54.41176470588235', 'sk': '45.58823529411765'}
{'sl': '31.62393162393162', 'sk': '68.37606837606837'}
{'sl': '52.85714285714286', 'sk': '47.14285714285714'}
{'sl': '58.88888888888889'}
{'sl': '42.1875'}
{'sl': '51.31578947368421'}
{'sl': '58.42696629213483'}
{'sl': '43.07692307692308'}
{'sl': '65.74074074074073'}
{'sl': '58.42696629213483'}
{'sl': '72.18045112781955'}
{'sl': '55.42168674698795'}
{'sl': '66.66666666666667'}
{'sl': '26.618705035971225', 'it': '73.38129496402877'}
{'sl': '52.112676056338024', 'it': '47.887323943661976'}
{'sl': '37.755102040816325', 'it': '62.244897959183675'}
{'sl': '52.112676056338024', 'it': '47.887323943661976'}
{'sl': '35.57692307692308', 'it': '64.42307692307692'}
{'sl': '40.21739130434783', 'it': '59.78260869565217'}
{'sl': '46.25', 'it': '53.75'}
{'sl': '52.85714285714286', 'it': '47.14285714285714'}
{'sl': '50.0', 'it': '50.0'}
{'sl': '57.8125', 'it': '42.1875'}
{'sl': '14.741035856573706', 'de': '85.2589641434263'}
{'sl': '66.07142857142857', 'de': '33.92857142857143'}
{'sl': '33.94495412844037', 'de': '66.05504587155963'}
{'sl': '28.46153846153846', 'de': '71.53846153846155'}
{'sl': '48.68421052631579', 'de': '51.31578947368421'}
{'sl': '29.838709677419356', 'de': '70.16129032258064'}
{'sl': '16.894977168949772', 'de': '83.10502283105023'}
{'sl': '58.730158730158735', 'de': '41.269841269841265'}
{'sl': '23.270440251572328', 'de': '76.72955974842768'}
{'sl': '21.38728323699422', 'de': '78.61271676300578'}
{'sl': '25.170068027210885', 'es': '74.82993197278911'}
{'sl': '36.633663366336634', 'es': '63.366336633663366'}
{'sl': '45.67901234567901', 'es': '54.32098765432099'}
{'sl': '23.125', 'es': '76.875'}
{'sl': '38.94736842105263', 'es': '61.05263157894737'}
{'sl': '22.424242424242426', 'es': '77.57575757575758'}
{'sl': '54.41176470588235', 'es': '45.58823529411765'}
{'sl': '33.63636363636363', 'es': '66.36363636363637'}
{'sl': '44.57831325301205', 'es': '55.42168674698795'}
{'sl': '47.43589743589743', 'es': '52.56410256410257'}
{'sl': '52.85714285714286', 'nl': '47.14285714285714'}
{'sl': '21.26436781609195', 'nl': '78.73563218390805'}
{'sl': '57.8125', 'nl': '42.1875'}
{'sl': '61.66666666666667', 'nl': '38.33333333333333'}
{'sl': '48.05194805194805', 'nl': '51.94805194805195'}
{'sl': '25.694444444444443', 'nl': '74.30555555555556'}
{'sl': '56.92307692307692', 'nl': '43.07692307692308'}
{'sl': '31.896551724137932', 'nl': '68.10344827586206'}
{'sl': '38.54166666666667', 'nl': '61.45833333333333'}
{'sl': '36.27450980392157', 'nl': '63.72549019607843'}
{'sl': '52.87356321839081', 'en': '47.12643678160919'}
{'sl': '76.66666666666667', 'en': '23.33333333333333'}
{'sl': '87.20379146919431', 'en': '12.796208530805686'}
{'sl': '87.61904761904762', 'en': '12.38095238095238'}
{'sl': '75.7201646090535', 'en': '24.279835390946502'}
{'sl': '88.46153846153845', 'en': '11.538461538461547'}
{'sl': '62.79863481228669', 'en': '37.20136518771331'}
{'sl': '80.7017543859649', 'en': '19.298245614035096'}
{'sl': '62.585034013605444', 'en': '37.414965986394556'}
{'sl': '73.6', 'en': '26.400000000000006'}
{'sl': '84.40366972477065', 'fr': '15.596330275229349'}
{'sl': '82.88288288288288', 'fr': '17.117117117117118'}
{'sl': '65.24822695035462', 'fr': '34.75177304964538'}
{'sl': '73.89558232931726', 'fr': '26.104417670682736'}
{'sl': '68.65671641791045', 'fr': '31.343283582089555'}
{'sl': '73.89558232931726', 'fr': '26.104417670682736'}
{'sl': '84.01826484018264', 'fr': '15.981735159817362'}
{'sl': '78.63247863247864', 'fr': '21.367521367521363'}
{'sl': '56.61538461538461', 'fr': '43.38461538461539'}
{'sl': '53.179190751445084', 'fr': '46.820809248554916'}
{'sl': '67.3992673992674', 'sk': '32.6007326007326'}
{'sl': '76.03305785123968', 'sk': '23.966942148760324'}
{'sl': '85.98130841121495', 'sk': '14.018691588785046'}
{'sl': '69.96197718631178', 'sk': '30.038022813688215'}
{'sl': '81.41592920353983', 'sk': '18.584070796460168'}
{'sl': '84.01826484018264', 'sk': '15.981735159817362'}
{'sl': '84.01826484018264', 'sk': '15.981735159817362'}
{'sl': '87.61904761904762', 'sk': '12.38095238095238'}
{'sl': '85.98130841121495', 'sk': '14.018691588785046'}
{'sl': '72.72727272727273', 'sk': '27.272727272727266'}
{'sl': '81.41592920353983', 'it': '18.584070796460168'}
{'sl': '82.14285714285714', 'it': '17.85714285714286'}
{'sl': '79.65367965367966', 'it': '20.34632034632034'}
{'sl': '83.63636363636363', 'it': '16.363636363636374'}
{'sl': '84.01826484018264', 'it': '15.981735159817362'}
{'sl': '71.31782945736434', 'it': '28.68217054263566'}
{'sl': '64.56140350877193', 'it': '35.43859649122807'}
{'sl': '80.34934497816593', 'it': '19.65065502183407'}
{'sl': '84.7926267281106', 'it': '15.207373271889395'}
{'sl': '79.3103448275862', 'it': '20.689655172413794'}
{'sl': '65.01766784452296', 'de': '34.98233215547704'}
{'sl': '73.30677290836654', 'de': '26.69322709163346'}
{'sl': '88.88888888888889', 'de': '11.111111111111114'}
{'sl': '77.96610169491525', 'de': '22.033898305084747'}
{'sl': '85.18518518518519', 'de': '14.81481481481481'}
{'sl': '87.20379146919431', 'de': '12.796208530805686'}
{'sl': '78.63247863247864', 'de': '21.367521367521363'}
{'sl': '71.59533073929961', 'de': '28.404669260700388'}
{'sl': '72.44094488188976', 'de': '27.559055118110237'}
{'sl': '66.66666666666666', 'de': '33.33333333333334'}
{'sl': '50.688705234159784', 'es': '49.311294765840216'}
{'sl': '68.91385767790263', 'es': '31.086142322097373'}
{'sl': '86.79245283018868', 'es': '13.20754716981132'}
{'sl': '86.79245283018868', 'es': '13.20754716981132'}
{'sl': '72.44094488188976', 'es': '27.559055118110237'}
{'sl': '81.41592920353983', 'es': '18.584070796460168'}
{'sl': '77.63713080168776', 'es': '22.36286919831224'}
{'sl': '51.540616246498594', 'es': '48.459383753501406'}
{'sl': '59.934853420195445', 'es': '40.065146579804555'}
{'sl': '76.03305785123968', 'es': '23.966942148760324'}
{'sl': '83.2579185520362', 'nl': '16.7420814479638'}
{'sl': '87.61904761904762', 'nl': '12.38095238095238'}
{'sl': '88.88888888888889', 'nl': '11.111111111111114'}
{'sl': '80.0', 'nl': '20.0'}
{'sl': '87.61904761904762', 'nl': '12.38095238095238'}
{'sl': '68.65671641791045', 'nl': '31.343283582089555'}
{'sl': '86.3849765258216', 'nl': '13.6150234741784'}
{'sl': '87.20379146919431', 'nl': '12.796208530805686'}
{'sl': '86.79245283018868', 'nl': '13.20754716981132'}
{'sl': '89.32038834951457', 'nl': '10.679611650485427'}
{'sl': '72.44094488188976', 'en': '27.559055118110237'}
{'sl': '66.9090909090909', 'en': '33.09090909090909'}
{'sl': '84.40366972477065', 'en': '15.596330275229349'}
{'sl': '87.20379146919431', 'en': '12.796208530805686'}
{'sl': '87.20379146919431', 'en': '12.796208530805686'}
{'sl': '75.40983606557377', 'en': '24.59016393442623'}
{'sl': '84.40366972477065', 'en': '15.596330275229349'}
{'sl': '87.20379146919431', 'en': '12.796208530805686'}
{'sl': '74.79674796747967', 'en': '25.203252032520325'}
{'sl': '78.96995708154506', 'en': '21.03004291845494'}
{'sl': '78.29787234042553', 'fr': '21.702127659574472'}
{'sl': '70.22900763358778', 'fr': '29.770992366412216'}
{'sl': '87.20379146919431', 'fr': '12.796208530805686'}
{'sl': '55.58912386706949', 'fr': '44.41087613293051'}
{'sl': '66.4259927797834', 'fr': '33.5740072202166'}
{'sl': '73.89558232931726', 'fr': '26.104417670682736'}
{'sl': '81.05726872246696', 'fr': '18.942731277533042'}
{'sl': '72.15686274509804', 'fr': '27.84313725490196'}
{'sl': '81.05726872246696', 'fr': '18.942731277533042'}
{'sl': '65.71428571428571', 'fr': '34.28571428571429'}
{'sl': '87.20379146919431', 'sk': '12.796208530805686'}
{'sl': '73.6', 'sk': '26.400000000000006'}
{'sl': '84.01826484018264', 'sk': '15.981735159817362'}
{'sl': '80.0', 'sk': '20.0'}
{'sl': '88.03827751196172', 'sk': '11.961722488038276'}
{'sl': '54.59940652818991', 'sk': '45.40059347181009'}
{'sl': '87.20379146919431', 'sk': '12.796208530805686'}
{'sl': '83.63636363636363', 'sk': '16.363636363636374'}
{'sl': '87.20379146919431', 'sk': '12.796208530805686'}
{'sl': '78.96995708154506', 'sk': '21.03004291845494'}
{'sl': '16.7420814479638'}
{'sl': '27.84313725490196'}
{'sl': '18.222222222222214'}
{'sl': '12.38095238095238'}
{'sl': '54.0'}
{'sl': '12.38095238095238'}
{'sl': '22.36286919831224'}
{'sl': '14.018691588785046'}
{'sl': '10.243902439024382'}
{'sl': '11.111111111111114'}
{'sl': '67.3992673992674', 'it': '32.6007326007326'}
{'sl': '72.44094488188976', 'it': '27.559055118110237'}
{'sl': '73.01587301587301', 'it': '26.984126984126988'}
{'sl': '63.667820069204154', 'it': '36.332179930795846'}
{'sl': '50.96952908587258', 'it': '49.03047091412742'}
{'sl': '57.68025078369906', 'it': '42.31974921630094'}
{'sl': '61.12956810631229', 'it': '38.87043189368771'}
{'sl': '67.15328467153284', 'it': '32.846715328467155'}
{'sl': '86.3849765258216', 'it': '13.6150234741784'}
{'sl': '52.42165242165242', 'it': '47.57834757834758'}
{'sl': '83.63636363636363', 'de': '16.363636363636374'}
{'sl': '85.98130841121495', 'de': '14.018691588785046'}
{'sl': '84.40366972477065', 'de': '15.596330275229349'}
{'sl': '76.66666666666667', 'de': '23.33333333333333'}
{'sl': '63.013698630136986', 'de': '36.986301369863014'}
{'sl': '89.32038834951457', 'de': '10.679611650485427'}
{'sl': '86.79245283018868', 'de': '13.20754716981132'}
{'sl': '87.20379146919431', 'de': '12.796208530805686'}
{'sl': '78.63247863247864', 'de': '21.367521367521363'}
{'sl': '73.6', 'de': '26.400000000000006'}
{'sl': '72.44094488188976', 'es': '27.559055118110237'}
{'sl': '79.65367965367966', 'es': '20.34632034632034'}
{'sl': '89.32038834951457', 'es': '10.679611650485427'}
{'sl': '87.61904761904762', 'es': '12.38095238095238'}
{'sl': '61.53846153846154', 'es': '38.46153846153846'}
{'sl': '86.3849765258216', 'es': '13.6150234741784'}
{'sl': '76.34854771784232', 'es': '23.651452282157678'}
{'sl': '83.63636363636363', 'es': '16.363636363636374'}
{'sl': '73.6', 'es': '26.400000000000006'}
{'sl': '74.79674796747967', 'es': '25.203252032520325'}
{'sl': '81.77777777777779', 'nl': '18.222222222222214'}
{'sl': '86.3849765258216', 'nl': '13.6150234741784'}
{'sl': '72.15686274509804', 'nl': '27.84313725490196'}
{'sl': '66.66666666666666', 'nl': '33.33333333333334'}
{'sl': '68.91385767790263', 'nl': '31.086142322097373'}
{'sl': '82.51121076233184', 'nl': '17.488789237668158'}
{'sl': '71.59533073929961', 'nl': '28.404669260700388'}
{'sl': '86.3849765258216', 'nl': '13.6150234741784'}
{'sl': '87.20379146919431', 'nl': '12.796208530805686'}
{'sl': '82.51121076233184', 'nl': '17.488789237668158'}
{'sl': '21.323529411764707', 'en': '78.67647058823529'}
{'sl': '40.845070422535215', 'en': '59.154929577464785'}
{'sl': '36.25', 'en': '63.75'}
{'sl': '27.102803738317753', 'en': '72.89719626168224'}
{'sl': '16.477272727272727', 'en': '83.52272727272728'}
{'sl': '22.65625', 'en': '77.34375'}
{'sl': '54.71698113207547', 'en': '45.28301886792453'}
{'sl': '23.015873015873016', 'en': '76.98412698412699'}
{'sl': '26.851851851851855', 'en': '73.14814814814815'}
{'sl': '40.845070422535215', 'en': '59.154929577464785'}
{'sl': '19.594594594594593', 'fr': '80.4054054054054'}
{'sl': '18.012422360248447', 'fr': '81.98757763975155'}
{'sl': '13.679245283018867', 'fr': '86.32075471698113'}
{'sl': '31.521739130434785', 'fr': '68.47826086956522'}
{'sl': '26.126126126126124', 'fr': '73.87387387387388'}
{'sl': '38.666666666666664', 'fr': '61.333333333333336'}
{'sl': '60.416666666666664', 'fr': '39.583333333333336'}
{'sl': '40.845070422535215', 'fr': '59.154929577464785'}
{'sl': '52.72727272727272', 'fr': '47.27272727272728'}
{'sl': '51.78571428571429', 'fr': '48.21428571428571'}
{'sl': '31.521739130434785', 'sk': '68.47826086956522'}
{'sl': '15.675675675675677', 'sk': '84.32432432432432'}
{'sl': '39.189189189189186', 'sk': '60.810810810810814'}
{'sl': '34.523809523809526', 'sk': '65.47619047619048'}
{'sl': '42.028985507246375', 'sk': '57.971014492753625'}
{'sl': '43.28358208955223', 'sk': '56.71641791044777'}
{'sl': '31.521739130434785', 'sk': '68.47826086956522'}
{'sl': '54.71698113207547', 'sk': '45.28301886792453'}
{'sl': '55.769230769230774', 'sk': '44.230769230769226'}
{'sl': '27.884615384615387', 'sk': '72.11538461538461'}
{'sl': '35.36585365853659', 'it': '64.6341463414634'}
{'sl': '8.169014084507042', 'it': '91.83098591549296'}
{'sl': '36.708860759493675', 'it': '63.291139240506325'}
{'sl': '39.726027397260275', 'it': '60.273972602739725'}
{'sl': '29.591836734693878', 'it': '70.40816326530611'}
{'sl': '46.03174603174603', 'it': '53.96825396825397'}
{'sl': '8.169014084507042', 'it': '91.83098591549296'}
{'sl': '44.61538461538462', 'it': '55.38461538461538'}
{'sl': '43.28358208955223', 'it': '56.71641791044777'}
{'sl': '31.182795698924732', 'it': '68.81720430107526'}
{'sl': '15.760869565217392', 'de': '84.23913043478261'}
{'sl': '54.71698113207547', 'de': '45.28301886792453'}
{'sl': '43.93939393939394', 'de': '56.06060606060606'}
{'sl': '35.36585365853659', 'de': '64.6341463414634'}
{'sl': '35.80246913580247', 'de': '64.19753086419753'}
{'sl': '17.058823529411764', 'de': '82.94117647058823'}
{'sl': '46.774193548387096', 'de': '53.225806451612904'}
{'sl': '21.16788321167883', 'de': '78.83211678832117'}
{'sl': '27.884615384615387', 'de': '72.11538461538461'}
{'sl': '33.33333333333333', 'de': '66.66666666666667'}
{'sl': '21.323529411764707', 'es': '78.67647058823529'}
{'sl': '14.356435643564355', 'es': '85.64356435643565'}
{'sl': '52.72727272727272', 'es': '47.27272727272728'}
{'sl': '15.934065934065933', 'es': '84.06593406593407'}
{'sl': '36.708860759493675', 'es': '63.291139240506325'}
{'sl': '14.795918367346939', 'es': '85.20408163265306'}
{'sl': '33.33333333333333', 'es': '66.66666666666667'}
{'sl': '21.16788321167883', 'es': '78.83211678832117'}
{'sl': '28.71287128712871', 'es': '71.2871287128713'}
{'sl': '18.354430379746837', 'es': '81.64556962025316'}
{'sl': '57.99999999999999', 'nl': '42.00000000000001'}
{'sl': '50.0', 'nl': '50.0'}
{'sl': '31.868131868131865', 'nl': '68.13186813186813'}
{'sl': '21.16788321167883', 'nl': '78.83211678832117'}
{'sl': '25.892857142857146', 'nl': '74.10714285714286'}
{'sl': '43.93939393939394', 'nl': '56.06060606060606'}
{'sl': '53.70370370370371', 'nl': '46.29629629629629'}
{'sl': '48.333333333333336', 'nl': '51.666666666666664'}
{'sl': '50.0', 'nl': '50.0'}
{'sl': '43.28358208955223', 'nl': '56.71641791044777'}
{'sl': '54.71698113207547', 'en': '45.28301886792453'}
{'sl': '32.58426966292135', 'en': '67.41573033707866'}
{'sl': '52.72727272727272', 'en': '47.27272727272728'}
{'sl': '32.95454545454545', 'en': '67.04545454545455'}
{'sl': '38.666666666666664', 'en': '61.333333333333336'}
